tconst,userRating,user_id
tt5463162,8.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1825683,9.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1677720,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2704998,5.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt4633694,5.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt5095030,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2527338,4.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt4154796,6.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt4154664,9.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2283336,4.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt6320628,9.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1618434,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt7286456,5.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt8946378,6.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1298644,4.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2386490,7.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt11032374,7.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt10872600,8.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9376612,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt6856242,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9032400,9.7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt3480822,8.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9114286,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt11564570,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9419884,6.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt10648342,8.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1630029,9.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt6791350,8.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt10954600,4.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt15255288,7.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt15671028,8.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt26047818,5.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt20215968,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt18412256,8.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt6263850,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt32820897,9.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt10676052,7.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt20969586,7.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt14513804,8.0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt14205554,4.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt30144839,8.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt31193180,3.5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt4154796,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt0468569,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1877830,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt4154796,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt0468569,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt0468569,6,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt0468569,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9603212,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9603212,9,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9603212,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9603212,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2382320,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2382320,7,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt0848228,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt4154796,7,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt0468569,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt0110912,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt0133093,7,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt0137523,3,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt4154756,10,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt0463985,9,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt9603208,3,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt4154756,10,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2488496,5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt9362722,10,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt32820897,9,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt0816692,10,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt8503618,5,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt15239678,6,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt15239678,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt1160419,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt12361974,8,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt12361974,4,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt11378946,10,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt26699418,0,b2cf814e-d7ab-4943-b038-3dfd862598aa
tt2250912,5,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt2395427,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt1825683,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt5950044,9,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt2488496,9,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt0948470,6,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt6263850,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt9376612,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt6334354,8,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
tt9419884,7,3c7d7212-58f1-44f8-9d34-e268f2c3cba5
